timestamp,case_id,category,precision,M,K,N,requested_cond_A,requested_cond_B,actual_cond_A,actual_cond_B,A_min,A_max,A_mean,A_std,B_min,B_max,B_mean,B_std,C_ref_min,C_ref_max,C_ref_mean,C_ref_std,mae,rmse,max_abs_error,rel_mae,rel_rmse,max_rel_error,norm_rel_error,C_out_mean,C_out_std,mean_bias,p50_error,p90_error,p95_error,p99_error,snr_db,correlation,acc_1pct,acc_5pct,acc_10pct,norm_C_ref,norm_diff,sim_time_sec,status,total_operations,ops_per_second,gops,ops_per_elem_per_sec,effective_bits,snqr_db,int8_speedup_vs_fp32,int8_accuracy_vs_fp32,fp16_speedup_vs_fp32,fp16_accuracy_vs_fp32,pareto_score,pareto_score_normalized,int8_range_utilization_pct,error_tail_concentration,error_outlier_ratio,bias_fraction,error_amplification
2025-11-08 23:07:32,0,low,fp16,8,8,8,1.0,1.0,1.0000000000000009,1.0000000000000004,-2.8889927291888045,3.0,0.0179757239753389,1.338718177569506,-2.891626557493494,3.0,0.084854843862973,1.4385832342775071,-11.10171979565713,10.286569635950828,-1.5320417206189636,5.237639536634214,4.361144280467075,5.45710726937184,11.10171979565713,1.0,1.0,1.0,0.9999999999977094,0.0,0.0,1.5320417206189636,3.480255998845644,9.886574818855902,10.45308041097387,10.836003124065494,-1.4583042112976568e-11,0.1293650924064081,0.0,0.0,0.0,43.65685815497472,43.65685815497472,6.54247522354126,success,1024.0,156.5156863438204,1.5651568634382038e-07,2.4455575991221936,3.304654781339254e-12,-1.4583042112976568e-11,,,1.2286578577485694,0.8841008115931556,1.565156863441789e-07,83.30513463860461,,3.113564958342046,1.2513017039618302,0.35129351887777566,1.0
2025-11-08 23:07:55,1,low,fp16,8,8,8,2.0,2.0,2.0,2.0,-2.5104397577201447,3.0,0.1127031905919394,1.2792136014992743,-2.0802924812554497,3.0,0.0964974629324265,1.0682389068023683,-8.34617335370873,9.440363451202492,0.0457893394603844,3.834507153558993,3.128317533177344,3.834780537958242,9.440363451202492,1.0,1.0,1.0,0.9999999999967404,0.0,0.0,-0.0457893394603844,2.653327299047013,5.945726786881305,7.098422492046902,8.75102368978142,-2.9532528663294826e-11,,0.0,0.0,0.0,30.678244303665934,30.678244303665934,8.110387802124023,success,1024.0,126.25783439502429,1.262578343950243e-07,1.9727786624222545,4.702630107607963e-12,-2.9532528663294826e-11,,,0.8940256865950376,0.9668321458083731,1.2625783439543585e-07,67.20045855570955,,3.298132006904876,1.225828419681989,0.01463704977987879,0.999999999999031
2025-11-08 23:08:21,2,low,fp16,8,8,8,3.0,3.0,3.0000000000000004,3.0,-1.933320168567706,3.0,0.0968691977222758,0.9714982972311316,-3.0,2.172804588058716,0.1325718917462455,0.9259872785846364,-4.4095682282791975,7.143123164142406,1.2339549618927612,2.2893346685707905,2.1146714927709933,2.600711070592021,7.143123164142406,1.0,1.0,1.0,0.9999999999951936,0.0,0.0,-1.2339549618927612,1.9251224844678312,4.319387619934483,4.755302494783735,6.376639530505017,-6.420974436092529e-11,0.1243121152127239,0.0,0.0,0.0,20.80568856473617,20.80568856473617,10.328404664993286,success,1024.0,99.1440627293301,9.91440627293301e-08,1.5491259801457828,6.934137010174435e-12,-6.420974436092529e-11,,,0.8334664382326978,1.0448484140851702,9.914406272980662e-08,52.769212385286124,,3.312329257983673,1.2298416465548216,0.5835208759899765,0.9999999999974842
2025-11-08 23:08:45,3,low,fp16,8,8,8,4.0,4.0,4.000000000000003,3.999999999999997,-3.0,2.0543744154728243,0.1281008002215762,0.8840862047763433,-2.4232767142225207,3.0,-0.130621836951604,1.2203045119765874,-6.451414423683906,5.296666540475903,-0.0817495757823082,2.828443708279332,2.324311787431061,2.829624852174847,6.451414423683906,1.0,1.0,1.0,0.9999999999955824,0.0,0.0,0.0817495757823082,1.9758946355504745,4.763454404819605,5.474089448641408,6.262793801496306,-5.424100917529474e-11,-0.1228437516377287,0.0,0.0,0.0,22.636998817398776,22.636998817398776,7.232982397079468,success,1024.0,141.57368894101975,1.4157368894101975e-07,2.2120888897034336,6.373217029353856e-12,-5.424100917529474e-11,,,0.7969146062209106,0.8752306248268268,1.4157368894164515e-07,75.35228892414663,,3.1695990711324153,1.2174033051315727,0.03517151882306706,0.999999999997873
2025-11-08 23:09:10,4,low,fp16,8,8,8,5.0,5.0,5.000000000000004,4.999999999999997,-2.316817717093081,3.0,-0.1177501055530533,1.1929249550800092,-2.193377678481512,3.0,0.047843461660273,1.138265694999344,-12.431990272316762,6.712325842354949,-0.1501115767338789,3.688199706889881,2.872699648777572,3.69125325104796,12.431990272316762,1.0,1.0,1.0,0.9999999999966136,0.0,0.0,0.1501115767338789,2.417164002319925,5.907399426121383,6.685509829169394,9.584997393449244,-3.187391575210276e-11,,0.0,0.0,0.0,29.53002600838368,29.53002600838368,10.047091007232666,success,1024.0,101.92004822717803,1.0192004822717803e-07,1.5925007535496567,4.8855457609764035e-12,-3.187391575210276e-11,,,0.6683565669307527,0.9115728707198997,1.0192004822752317e-07,54.24672464647611,,3.965389764306368,1.2849422850797192,0.0522545323517397,0.9999999999989042
2025-11-08 23:09:33,5,low,fp16,8,8,8,6.0,6.0,6.000000000000002,5.999999999999999,-2.1412062389921576,3.0,0.0536577090462619,1.126631266871571,-2.529738943497064,3.0,0.0127875695893569,1.102272272976366,-6.659902047256878,13.88119710916533,0.5460769518140625,3.6697196249786153,2.9226296856302554,3.710126974007187,13.88119710916533,1.0,1.0,1.0,0.9999999999966308,0.0,0.0,-0.5460769518140625,2.609084631468828,5.686545736424726,6.4649628570973166,9.374062200309258,-3.1550383887071777e-11,0.2950359702110341,0.0,0.0,0.0,29.681015792057494,29.681015792057494,8.173195362091064,success,1024.0,125.28759617682937,1.2528759617682937e-07,1.9576186902629589,4.8607192055717536e-12,-3.1550383887071777e-11,,,0.7979611716926871,0.9473036556056773,1.252875961772515e-07,66.68405136812817,,3.5928547841056315,1.2694481932654123,0.1868443869228348,0.9999999999989214
2025-11-08 23:09:55,6,low,fp16,8,8,8,7.0,7.0,7.0,6.999999999999997,-2.5067983545394528,3.0,0.0122318988864388,1.1070743333976094,-3.0,1.9284806229425355,-0.275998832578942,1.2857699157780815,-12.793699481355738,11.808809027161912,0.0485065263494491,4.634777272448452,3.6025577044868022,4.635031094642537,12.793699481355738,1.0,1.0,1.0,0.999999999997303,0.0,0.0,-0.0485065263494491,2.992254425208111,7.513165254051434,10.647588687770057,12.173218495213623,-2.0214714517670327e-11,0.1529939545849097,0.0,0.0,0.0,37.080248757140296,37.080248757140296,7.605361461639404,success,1024.0,134.64185826866242,1.3464185826866242e-07,2.1037790354478503,3.890881831538846e-12,-2.0214714517670327e-11,,,1.3257102890172976,0.8319382297981186,1.3464185826902554e-07,71.66283708093167,,4.0682431255380225,1.2865945461109038,0.013464468949112652,0.9999999999995937
2025-11-08 23:10:24,7,low,fp16,8,8,8,8.0,8.0,7.999999999999994,7.9999999999999964,-3.0,1.921671937376284,-0.2857844331730678,1.2884134412702128,-3.0,1.4706067623189123,-0.094284429559586,0.8160725459461854,-8.02014882359789,9.78334541049682,-0.3720662636597376,3.305007107872556,2.5164992529818786,3.3258841362323244,9.78334541049682,1.0,1.0,1.0,0.9999999999962416,0.0,0.0,0.3720662636597376,1.9825317993849605,5.8229603380073,7.073664784342024,8.672531560750489,-3.9261628473428e-11,,0.0,0.0,0.0,26.6070730898586,26.6070730898586,7.508012294769287,success,1024.0,136.38762961448592,1.3638762961448592e-07,2.1310567127263425,5.42227987169251e-12,-3.9261628473428e-11,,,0.8509000350133051,0.9456187018287432,1.3638762961499854e-07,72.5920200939665,,4.374472865172182,1.3216312829385426,0.14785073479313163,0.9999999999985322
2025-11-08 23:10:44,8,low,fp16,8,8,8,9.0,9.0,8.999999999999998,9.0,-3.0,1.4410655590885604,-0.0901134366962479,0.8041664859829539,-1.7201417742838594,3.0,-0.0282717807629131,0.8324821528293743,-3.8685246992041353,2.8091808189648653,0.0274246934105143,1.5505003912768944,1.226751694075913,1.550742911368117,3.8685246992041353,1.0,1.0,1.0,0.9999999999919392,0.0,0.0,-0.0274246934105143,1.0816443029058238,2.5171207444433543,2.7973974888624165,3.8159966737648032,-1.8059442630252167e-10,0.2517185693250844,0.0,0.0,0.0,12.405943290944936,12.405943290944936,6.78624439239502,success,1024.0,150.8934752110522,1.5089347521105218e-07,2.3577105501726905,1.1629239065520976e-11,-1.8059442630252167e-10,,,0.9865307137136546,0.8159294886001152,1.5089347521226852e-07,80.31272495590655,,3.5279589265280427,1.2641049683132983,0.022355537426971123,0.9999999999942298
2025-11-08 23:11:04,9,low,fp16,8,8,8,10.0,10.0,10.000000000000004,9.999999999999998,-1.7180446326902814,3.0,-0.0277219423575289,0.8205359748750163,-3.0,2.281533798777639,0.0679707918819392,1.1634353073286277,-4.33028522517519,8.238198732083465,-0.0437589297067796,2.5867394877354704,2.067099843486421,2.5871095881966517,8.238198732083465,1.0,1.0,1.0,0.9999999999951684,0.0,0.0,0.0437589297067796,1.6961735225981662,3.856404639962148,4.273078015918005,7.374977362822416,-6.488670224245574e-11,0.0433577090316021,0.0,0.0,0.0,20.696876705573214,20.696876705573214,7.054049730300903,success,1024.0,145.16483993604047,1.4516483993604045e-07,2.2682006240006323,6.970495900992909e-12,-6.488670224245574e-11,,,1.0812308071270498,0.7487906870701669,1.4516483993674185e-07,77.26367125355885,,4.348008776558171,1.2515648899828513,0.021169238556457304,0.999999999997459
